"filename", "language", "JSON", "JavaScript", "Ini", "Properties", "MS SQL", "Shell Script", "Markdown", "PHP", "Ignore", "Docker", "TypeScript", "Skill", "PostCSS", "XML", "YAML", "comment", "blank", "total"
"d:\Project\UnderImprove\Web\aureuserp\.claude\skills\aureuserp-api-builder\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 9, 58
"d:\Project\UnderImprove\Web\aureuserp\.claude\skills\aureuserp-api-builder\references\api-conventions.md", "Markdown", 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 209
"d:\Project\UnderImprove\Web\aureuserp\.claude\skills\aureuserp-plugin-builder\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 21, 138
"d:\Project\UnderImprove\Web\aureuserp\.claude\skills\aureuserp-plugin-builder\references\plugin-patterns.md", "Markdown", 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 240
"d:\Project\UnderImprove\Web\aureuserp\.claude\skills\aureuserp-test-case-builder\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 12, 43
"d:\Project\UnderImprove\Web\aureuserp\.claude\skills\aureuserp-test-case-builder\references\api.md", "Markdown", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 62
"d:\Project\UnderImprove\Web\aureuserp\.github\ISSUE_TEMPLATE\bug.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 10, 99
"d:\Project\UnderImprove\Web\aureuserp\.github\ISSUE_TEMPLATE\bug_report.md", "Markdown", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 68
"d:\Project\UnderImprove\Web\aureuserp\.github\ISSUE_TEMPLATE\feature_request.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 5, 43
"d:\Project\UnderImprove\Web\aureuserp\.github\PULL_REQUEST_TEMPLATE.md", "Markdown", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 43
"d:\Project\UnderImprove\Web\aureuserp\.github\Pull_Request.md", "Markdown", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 40
"d:\Project\UnderImprove\Web\aureuserp\.github\copilot-instructions.md", "Markdown", 0, 0, 0, 0, 0, 0, 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 497
"d:\Project\UnderImprove\Web\aureuserp\.github\workflows\docker_publish.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 16, 117
"d:\Project\UnderImprove\Web\aureuserp\.github\workflows\pest_tests.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 14, 70
"d:\Project\UnderImprove\Web\aureuserp\.github\workflows\playwright_tests.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 32, 199
"d:\Project\UnderImprove\Web\aureuserp\.github\workflows\translations_check.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 11, 42
"d:\Project\UnderImprove\Web\aureuserp\.mcpjam\skills\aureuserp-api-builder\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 9, 58
"d:\Project\UnderImprove\Web\aureuserp\.mcpjam\skills\aureuserp-api-builder\references\api-conventions.md", "Markdown", 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 209
"d:\Project\UnderImprove\Web\aureuserp\.mcpjam\skills\aureuserp-plugin-builder\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 21, 138
"d:\Project\UnderImprove\Web\aureuserp\.mcpjam\skills\aureuserp-plugin-builder\references\plugin-patterns.md", "Markdown", 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 240
"d:\Project\UnderImprove\Web\aureuserp\.mcpjam\skills\aureuserp-test-case-builder\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 12, 43
"d:\Project\UnderImprove\Web\aureuserp\.mcpjam\skills\aureuserp-test-case-builder\references\api.md", "Markdown", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 62
"d:\Project\UnderImprove\Web\aureuserp\.scribe\auth.md", "Markdown", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\00.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18627, 1, 2, 18630
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\01.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14797, 1, 2, 14800
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\02.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4316, 1, 2, 4319
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\03.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5125, 1, 2, 5128
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\04.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3487, 1, 2, 3490
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\05.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3901, 1, 2, 3904
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\06.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2420, 1, 2, 2423
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\07.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 1, 2, 126
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints.cache\08.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3688, 1, 2, 3691
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\00.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18627, 0, 1, 18628
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\01.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14797, 0, 1, 14798
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\02.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4316, 0, 1, 4317
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\03.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5125, 0, 1, 5126
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\04.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3487, 0, 1, 3488
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\05.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3901, 0, 1, 3902
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\06.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2420, 0, 1, 2421
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\07.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 1, 124
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\08.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3688, 0, 1, 3689
"d:\Project\UnderImprove\Web\aureuserp\.scribe\endpoints\custom.0.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 2, 54
"d:\Project\UnderImprove\Web\aureuserp\.scribe\intro.md", "Markdown", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14
"d:\Project\UnderImprove\Web\aureuserp\AGENTS.md", "Markdown", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\Project\UnderImprove\Web\aureuserp\CLAUDE.md", "Markdown", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\Project\UnderImprove\Web\aureuserp\app\Console\Commands\SyncLocationsCommand.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 34, 49, 246
"d:\Project\UnderImprove\Web\aureuserp\app\Console\Commands\TranslateEgyptLocationsToArabic.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 19, 52, 204
"d:\Project\UnderImprove\Web\aureuserp\app\Http\Controllers\Controller.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"d:\Project\UnderImprove\Web\aureuserp\app\Http\Middleware\SetLocale.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 5, 13, 62
"d:\Project\UnderImprove\Web\aureuserp\app\Http\Middleware\VerifyLegacyApiKey.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 8, 34
"d:\Project\UnderImprove\Web\aureuserp\app\Models\User.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 16, 8, 55
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\AccountPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ActivityPlanPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ActivityTypePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\AddressPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 14, 62
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ApplicantCategoryPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ApplicantPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\AttributePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\BankAccountPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\BankPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\BillOfMaterialPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\BillPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CalendarLeavePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CalendarPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CandidatePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CashRoundingPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CategoryPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CityPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CompanyPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CountryPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CreditNotePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CurrencyPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\CustomerPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 14, 62
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\DegreePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\DeliveryPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\DepartmentPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\DepartureReasonPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\DropshipPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\EmployeeCategoryPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\EmployeeJobPositionPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\EmployeePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\EmployeeSkillPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\EmploymentTypePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ErrorLogPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\FieldPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\FiscalPositionPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\IncotermPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\IndustryPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\InternalTransferPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\InvoicePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\JobByPositionPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\JobPositionPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\JournalEntryPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\JournalItemPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\JournalPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LeaveAccrualPlanPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LeaveAllocationPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LeaveMandatoryDayPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LeavePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LeaveTypePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LicenseActivityPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LicenseDevicePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LicensePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LicenseSubscriptionPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LocationPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\LotPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\MilestonePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\OperationTypePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\OrderPointPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\OrderToInvoicePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\OrderToUpsellPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PackagePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PackageTypePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PackagingPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PagePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PartnerPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 14, 62
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PaymentPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PaymentTermPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PluginPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PostPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PriceListPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProductPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProductQuantityPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProductSupplierPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProgramEditionPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProgramFeaturePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProgramPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProgramReleasePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProjectPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ProjectStagePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\PurchaseOrderPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\QuotationPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\ReceiptPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\RefundPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\RefuseReasonPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\RemoteProfilePolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45
"d:\Project\UnderImprove\Web\aureuserp\app\Policies\RequisitionPolicy.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65
